"동별","독거노인별","성별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"회기동","일   반","여","독거노인현황(성별)","","","202","184","229","240","199","249","266","264","282","261",
"휘경1동","합계","계","독거노인현황(성별)","","","478","476","570","608","604","477","500","495","506","505",
"휘경1동","합계","남","독거노인현황(성별)","","","317","164","214","223","219","174","173","162","166","182",
"휘경1동","합계","여","독거노인현황(성별)","","","161","312","356","385","385","303","327","333","340","323",
"휘경1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","92","90","232","127","133","92","104","110","103","116",
"휘경1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","32","33","115","55","53","45","51","51","50","59",
"휘경1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","60","57","117","72","80","47","53","59","53","57",
"휘경1동","저소득노인","계","독거노인현황(성별)","","","12","32","14","9","49","23","16","18","9","10",
"휘경1동","저소득노인","남","독거노인현황(성별)","","","6","9","7","3","18","5","3","6","3","6",
"휘경1동","저소득노인","여","독거노인현황(성별)","","","6","23","7","6","31","18","13","12","6","4",
"휘경1동","일   반","계","독거노인현황(성별)","","","374","354","324","472","422","362","380","367","394","379",
"휘경1동","일   반","남","독거노인현황(성별)","","","279","122","92","165","148","124","119","105","113","117",
"휘경1동","일   반","여","독거노인현황(성별)","","","95","232","232","307","274","238","261","262","281","262",
"휘경2동","합계","계","독거노인현황(성별)","","","612","643","748","763","783","859","908","924","976","1018",
"휘경2동","합계","남","독거노인현황(성별)","","","171","173","210","213","212","233","265","266","284","304",
"휘경2동","합계","여","독거노인현황(성별)","","","441","470","538","550","571","626","643","658","692","714",
"휘경2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","81","92","199","135","127","148","176","181","188","215",
"휘경2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","23","25","68","54","39","53","69","69","74","86",
"휘경2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","58","67","131","81","88","95","107","112","114","129",
"휘경2동","저소득노인","계","독거노인현황(성별)","","","8","34","11","12","47","30","24","34","17","15",
"휘경2동","저소득노인","남","독거노인현황(성별)","","","2","7","5","5","14","8","5","12","3","4",
"휘경2동","저소득노인","여","독거노인현황(성별)","","","6","27","6","7","33","22","19","22","14","11",
"휘경2동","일   반","계","독거노인현황(성별)","","","523","517","538","616","609","681","708","709","771","788",
"휘경2동","일   반","남","독거노인현황(성별)","","","146","141","137","154","159","172","191","185","207","214",
"휘경2동","일   반","여","독거노인현황(성별)","","","377","376","401","462","450","509","517","524","564","574",
"청량리동","합계","계","독거노인현황(성별)","","","1353","1363","1603","1678","1667","1756","1849","1968","2095","2193",
"청량리동","합계","남","독거노인현황(성별)","","","473","485","614","634","619","657","690","737","802","869",
"청량리동","합계","여","독거노인현황(성별)","","","880","878","989","1044","1048","1099","1159","1231","1293","1324",
"청량리동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","400","403","1102","163","620","720","769","837","893","954",
"청량리동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","157","162","548","74","288","339","351","377","413","461",
"청량리동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","243","241","554","89","332","381","418","460","480","493",
"청량리동","저소득노인","계","독거노인현황(성별)","","","25","87","28","17","107","64","53","78","51","46",
"청량리동","저소득노인","남","독거노인현황(성별)","","","4","30","8","5","32","15","8","22","11","9",
"청량리동","저소득노인","여","독거노인현황(성별)","","","21","57","20","12","75","49","45","56","40","37",
"청량리동","일   반","계","독거노인현황(성별)","","","928","873","473","1498","940","972","1027","1053","1151","1193",
"청량리동","일   반","남","독거노인현황(성별)","","","312","293","58","555","299","303","331","338","378","399",
"청량리동","일   반","여","독거노인현황(성별)","","","616","580","415","943","641","669","696","715","773","794",
"용신동","합계","계","독거노인현황(성별)","","","1550","1488","1735","1767","1661","1841","1973","2076","2207","2303",
"용신동","합계","남","독거노인현황(성별)","","","652","633","778","791","742","812","892","905","972","1011",
"용신동","합계","여","독거노인현황(성별)","","","898","855","957","976","919","1029","1081","1171","1235","1292",
"용신동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","390","399","979","179","587","595","674","706","749","812",
"용신동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","198","213","600","85","313","339","389","400","418","458",
"용신동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","192","186","379","94","274","256","285","306","331","354",
"용신동","저소득노인","계","독거노인현황(성별)","","","25","69","19","8","81","32","29","55","34","30",
"용신동","저소득노인","남","독거노인현황(성별)","","","12","33","10","4","35","16","11","22","10","9",
"용신동","저소득노인","여","독거노인현황(성별)","","","13","36","9","4","46","16","18","33","24","21",
"용신동","일   반","계","독거노인현황(성별)","","","1135","1020","737","1580","993","1214","1270","1315","1424","1461",
"용신동","일   반","남","독거노인현황(성별)","","","442","387","168","702","394","457","492","483","544","544",
"용신동","일   반","여","독거노인현황(성별)","","","693","633","569","878","599","757","778","832","880","917",
"제기동","합계","계","독거노인현황(성별)","","","1446","1442","1747","1770","1691","1866","1931","1954","2001","2058",
"제기동","합계","남","독거노인현황(성별)","","","533","522","667","671","646","716","756","772","811","864",
"제기동","합계","여","독거노인현황(성별)","","","913","920","1080","1099","1045","1150","1175","1182","1190","1194",
"제기동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","312","338","934","164","488","563","641","694","706","765",
"제기동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","133","152","496","74","237","285","334","374","394","427",
"제기동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","179","186","438","90","251","278","307","320","312","338",
"제기동","저소득노인","계","독거노인현황(성별)","","","36","87","29","21","127","74","60","78","58","51",
"제기동","저소득노인","남","독거노인현황(성별)","","","13","31","11","8","47","21","20","28","15","15",
"제기동","저소득노인","여","독거노인현황(성별)","","","23","56","18","13","80","53","40","50","43","36",
"제기동","일   반","계","독거노인현황(성별)","","","1098","1017","784","1585","1076","1229","1230","1182","1237","1242",
"제기동","일   반","남","독거노인현황(성별)","","","387","339","160","589","362","410","402","370","402","422",
"제기동","일   반","여","독거노인현황(성별)","","","711","678","624","996","714","819","828","812","835","820",
"전농1동","합계","계","독거노인현황(성별)","","","1489","1420","1774","1788","1633","1763","1852","1879","1991","2068",
"전농1동","합계","남","독거노인현황(성별)","","","557","533","709","708","626","692","715","748","812","856",
"전농1동","합계","여","독거노인현황(성별)","","","932","887","1065","1080","1007","1071","1137","1131","1179","1212",
"전농1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","378","374","1057","157","568","610","678","701","741","813",
"전농1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","166","160","497","66","243","267","293","311","343","388",
"전농1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","212","214","560","91","325","343","385","390","398","425",
"전농1동","저소득노인","계","독거노인현황(성별)","","","24","89","32","19","121","67","55","106","56","48",
"전농1동","저소득노인","남","독거노인현황(성별)","","","9","31","12","6","36","20","20","45","21","14",
"전농1동","저소득노인","여","독거노인현황(성별)","","","15","58","20","13","85","47","35","61","35","34",
"전농1동","일   반","계","독거노인현황(성별)","","","1087","957","685","1612","944","1086","1119","1072","1194","1207",
"전농1동","일   반","남","독거노인현황(성별)","","","382","342","200","636","347","405","402","392","448","454",
"전농1동","일   반","여","독거노인현황(성별)","","","705","615","485","976","597","681","717","680","746","753",
"전농2동","합계","계","독거노인현황(성별)","","","509","527","673","705","691","747","803","859","906","945",
"전농2동","합계","남","독거노인현황(성별)","","","152","149","203","210","198","209","229","239","251","252",
"전농2동","합계","여","독거노인현황(성별)","","","357","378","470","495","493","538","574","620","655","693",
"전농2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","107","100","277","145","175","198","251","287","305","332",
"전농2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","27","24","72","61","44","52","68","77","79","86",
"전농2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","80","76","205","84","131","146","183","210","226","246",
"전농2동","저소득노인","계","독거노인현황(성별)","","","15","38","16","10","54","27","25","43","26","21",
"전농2동","저소득노인","남","독거노인현황(성별)","","","6","11","8","4","11","7","5","20","8","6",
"전농2동","저소득노인","여","독거노인현황(성별)","","","9","27","8","6","43","20","20","23","18","15",
"전농2동","일   반","계","독거노인현황(성별)","","","387","389","380","550","462","522","527","529","575","592",
"전농2동","일   반","남","독거노인현황(성별)","","","119","114","123","145","143","150","156","142","164","160",
"전농2동","일   반","여","독거노인현황(성별)","","","268","275","257","405","319","372","371","387","411","432",
"답십리2동","합계","계","독거노인현황(성별)","","","900","924","1134","1155","1149","1231","1306","1369","1464","1575",
"답십리2동","합계","남","독거노인현황(성별)","","","254","250","341","352","334","376","398","414","459","486",
"답십리2동","합계","여","독거노인현황(성별)","","","646","674","793","803","815","855","908","955","1005","1089",
"답십리2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","206","201","502","154","340","383","439","479","519","575",
"답십리2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","47","44","157","62","95","118","142","164","187","215",
"답십리2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","159","157","345","92","245","265","297","315","332","360",
"답십리2동","저소득노인","계","독거노인현황(성별)","","","16","81","19","14","82","48","38","87","44","42",
"답십리2동","저소득노인","남","독거노인현황(성별)","","","2","26","3","2","23","10","9","38","11","9",
"답십리2동","저소득노인","여","독거노인현황(성별)","","","14","55","16","12","59","38","29","49","33","33",
"답십리2동","일   반","계","독거노인현황(성별)","","","678","642","613","987","727","800","829","803","901","958",
"답십리2동","일   반","남","독거노인현황(성별)","","","205","180","181","288","216","248","247","212","261","262",
"답십리2동","일   반","여","독거노인현황(성별)","","","473","462","432","699","511","552","582","591","640","696",
"장안1동","합계","계","독거노인현황(성별)","","","876","913","1132","1185","1205","1375","1492","1586","1676","1795",
"장안1동","합계","남","독거노인현황(성별)","","","297","304","410","445","446","513","565","598","629","683",
"장안1동","합계","여","독거노인현황(성별)","","","579","609","722","740","759","862","927","988","1047","1112",
"장안1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","165","169","442","151","289","338","375","416","459","485",
"장안1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","59","65","205","69","122","146","173","195","209","231",
"장안1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","106","104","237","82","167","192","202","221","250","254",
"장안1동","저소득노인","계","독거노인현황(성별)","","","25","58","22","19","86","56","46","65","35","36",
"장안1동","저소득노인","남","독거노인현황(성별)","","","8","19","8","6","31","20","17","28","12","13",
"장안1동","저소득노인","여","독거노인현황(성별)","","","17","39","14","13","55","36","29","37","23","23",
"장안1동","일   반","계","독거노인현황(성별)","","","686","686","668","1015","830","981","1071","1105","1182","1274",
"장안1동","일   반","남","독거노인현황(성별)","","","230","220","197","370","293","347","375","375","408","439",
"장안1동","일   반","여","독거노인현황(성별)","","","456","466","471","645","537","634","696","730","774","835",
"장안2동","합계","계","독거노인현황(성별)","","","806","748","924","963","1684","1144","1209","1250","1339","1428",
"장안2동","합계","남","독거노인현황(성별)","","","247","231","311","328","1007","385","405","433","483","531",
"장안2동","합계","여","독거노인현황(성별)","","","559","517","613","635","677","759","804","817","856","897",
"장안2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","116","120","324","143","230","273","304","316","356","390",
"장안2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","33","39","148","52","91","111","122","136","168","189",
"장안2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","83","81","176","91","139","162","182","180","188","201",
"장안2동","저소득노인","계","독거노인현황(성별)","","","11","49","15","11","62","49","43","54","32","27",
"장안2동","저소득노인","남","독거노인현황(성별)","","","4","12","3","1","11","7","5","10","6","1",
"장안2동","저소득노인","여","독거노인현황(성별)","","","7","37","12","10","51","42","38","44","26","26",
"장안2동","일   반","계","독거노인현황(성별)","","","679","579","585","809","1392","822","862","880","951","1011",
"장안2동","일   반","남","독거노인현황(성별)","","","210","180","160","275","905","267","278","287","309","341",
"장안2동","일   반","여","독거노인현황(성별)","","","469","399","425","534","487","555","584","593","642","670",
"이문1동","합계","계","독거노인현황(성별)","","","1030","1001","1239","1113","771","807","831","843","895","860",
"이문1동","합계","남","독거노인현황(성별)","","","290","290","374","343","251","259","265","260","283","265",
"이문1동","합계","여","독거노인현황(성별)","","","740","711","865","770","520","548","566","583","612","595",
"이문1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","157","162","455","144","166","191","213","232","244","222",
"이문1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","46","48","174","56","60","81","93","98","97","91",
"이문1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","111","114","281","88","106","110","120","134","147","131",
"이문1동","저소득노인","계","독거노인현황(성별)","","","15","40","20","5","47","27","24","45","24","12",
"이문1동","저소득노인","남","독거노인현황(성별)","","","2","10","5","2","16","12","8","21","9","4",
"이문1동","저소득노인","여","독거노인현황(성별)","","","13","30","15","3","31","15","16","24","15","8",
"이문1동","일   반","계","독거노인현황(성별)","","","858","799","764","964","558","589","594","566","627","626",
"이문1동","일   반","남","독거노인현황(성별)","","","242","232","195","285","175","166","164","141","177","170",
"이문1동","일   반","여","독거노인현황(성별)","","","616","567","569","679","383","423","430","425","450","456",
"이문2동","합계","계","독거노인현황(성별)","","","630","655","773","795","796","909","986","1021","1067","1091",
"이문2동","합계","남","독거노인현황(성별)","","","184","188","228","234","236","271","309","318","338","351",
"이문2동","합계","여","독거노인현황(성별)","","","446","467","545","561","560","638","677","703","729","740",
"이문2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","138","147","368","155","236","277","319","349","354","377",
"이문2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","33","40","128","62","74","88","113","120","123","137",
"이문2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","105","107","240","93","162","189","206","229","231","240",
"이문2동","저소득노인","계","독거노인현황(성별)","","","12","51","23","13","72","43","34","52","23","19",
"이문2동","저소득노인","남","독거노인현황(성별)","","","3","9","7","2","19","11","9","16","5","5",
"이문2동","저소득노인","여","독거노인현황(성별)","","","9","42","16","11","53","32","25","36","18","14",
"이문2동","일   반","계","독거노인현황(성별)","","","480","457","382","627","488","589","633","620","690","695",
"이문2동","일   반","남","독거노인현황(성별)","","","148","139","93","170","143","172","187","182","210","209",
"이문2동","일   반","여","독거노인현황(성별)","","","332","318","289","457","345","417","446","438","480","486",
"답십리1동","합계","계","독거노인현황(성별)","","","671","648","887","916","778","892","944","981","1037","1096",
"답십리1동","합계","남","독거노인현황(성별)","","","201","197","300","321","261","298","326","358","387","418",
"답십리1동","합계","여","독거노인현황(성별)","","","470","451","587","595","517","594","618","623","650","678",
"답십리1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","128","127","322","132","177","222","250","283","300","321",
"답십리1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","39","36","117","53","59","80","95","113","120","141",
"답십리1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","89","91","205","79","118","142","155","170","180","180",
"답십리1동","저소득노인","계","독거노인현황(성별)","","","13","28","19","12","52","28","29","43","25","24",
"답십리1동","저소득노인","남","독거노인현황(성별)","","","4","7","7","3","15","8","7","15","7","7",
"답십리1동","저소득노인","여","독거노인현황(성별)","","","9","21","12","9","37","20","22","28","18","17",
"답십리1동","일   반","계","독거노인현황(성별)","","","530","493","546","772","549","642","665","655","712","751",
"답십리1동","일   반","남","독거노인현황(성별)","","","158","154","176","265","187","210","224","230","260","270",
"답십리1동","일   반","여","독거노인현황(성별)","","","372","339","370","507","362","432","441","425","452","481",
"중랑구","합계","계","독거노인현황(성별)","","11714","13376","14184","12674","15566","16157","17946","19260","20695","22438","23982",
"중랑구","합계","남","독거노인현황(성별)","","3352","4320","4572","3832","5179","5371","6128","6736","7368","8215","8924",
"중랑구","합계","여","독거노인현황(성별)","","8362","9056","9612","8842","10387","10786","11818","12524","13327","14223","15058",
"중랑구","국민기초생활보장 수급권자","계","독거노인현황(성별)","","2727","2802","2910","3047","4005","4826","6275","7074","7778","8428","9283",
"중랑구","국민기초생활보장 수급권자","남","독거노인현황(성별)","","831","847","879","991","1443","1686","2233","2551","2909","3249","3753",
"중랑구","국민기초생활보장 수급권자","여","독거노인현황(성별)","","1896","1955","2031","2056","2562","3140","4042","4523","4869","5179","5530",
"중랑구","저소득노인","계","독거노인현황(성별)","","699","715","756","1019","1616","844","645","1366","470","391","331",
"중랑구","저소득노인","남","독거노인현황(성별)","","194","207","217","354","536","211","155","376","115","86","78",
"중랑구","저소득노인","여","독거노인현황(성별)","","505","508","539","665","1080","633","490","990","355","305","253",
"중랑구","일   반","계","독거노인현황(성별)","","8288","9859","10518","8608","9945","10487","11026","10820","12447","13619","14368",
"중랑구","일   반","남","독거노인현황(성별)","","2327","3266","3476","2487","3200","3474","3740","3809","4344","4880","5093",
"중랑구","일   반","여","독거노인현황(성별)","","5961","6593","7042","6121","6745","7013","7286","7011","8103","8739","9275",
"면목2동","합계","계","독거노인현황(성별)","","","949","1012","786","1185","1032","1350","1455","1526","1643","1749",
"면목2동","합계","남","독거노인현황(성별)","","","301","317","162","406","333","470","516","558","600","648",
"면목2동","합계","여","독거노인현황(성별)","","","648","695","624","779","699","880","939","968","1043","1101",
"면목2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","173","181","178","274","305","406","467","510","562","618",
"면목2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","45","47","48","92","96","133","161","187","218","258",
"면목2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","128","134","130","182","209","273","306","323","344","360",
"면목2동","저소득노인","계","독거노인현황(성별)","","","45","47","70","79","63","56","80","40","28","28",
"면목2동","저소득노인","남","독거노인현황(성별)","","","6","7","16","20","16","13","20","8","4","6",
"면목2동","저소득노인","여","독거노인현황(성별)","","","39","40","54","59","47","43","60","32","24","22",
"면목2동","일   반","계","독거노인현황(성별)","","","731","784","538","832","664","888","908","976","1053","1103",
"면목2동","일   반","남","독거노인현황(성별)","","","250","263","98","294","221","324","335","363","378","384",
"면목2동","일   반","여","독거노인현황(성별)","","","481","521","440","538","443","564","573","613","675","719",
"면목4동","합계","계","독거노인현황(성별)","","","861","892","710","865","933","965","1045","1104","1213","1287",
"면목4동","합계","남","독거노인현황(성별)","","","263","272","188","260","298","282","325","348","390","427",
"면목4동","합계","여","독거노인현황(성별)","","","598","620","522","605","635","683","720","756","823","860",
"면목4동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","208","210","234","319","344","427","500","530","562","615",
"면목4동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","74","74","91","96","108","127","149","161","175","195",
"면목4동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","134","136","143","223","236","300","351","369","387","420",
"면목4동","저소득노인","계","독거노인현황(성별)","","","44","45","58","76","40","28","112","27","22","14",
"면목4동","저소득노인","남","독거노인현황(성별)","","","14","14","26","20","7","5","24","5","6","5",
"면목4동","저소득노인","여","독거노인현황(성별)","","","30","31","32","56","33","23","88","22","16","9",
"면목4동","일   반","계","독거노인현황(성별)","","","609","637","418","470","549","510","433","547","629","658",
"면목4동","일   반","남","독거노인현황(성별)","","","175","184","71","144","183","150","152","182","209","227",
"면목4동","일   반","여","독거노인현황(성별)","","","434","453","347","326","366","360","281","365","420","431",
"면목5동","합계","계","독거노인현황(성별)","","","384","405","370","411","365","494","527","570","630","674",
"면목5동","합계","남","독거노인현황(성별)","","","129","136","125","142","124","172","185","203","226","245",
"면목5동","합계","여","독거노인현황(성별)","","","255","269","245","269","241","322","342","367","404","429",
"면목5동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","67","68","51","75","99","137","163","184","203","226",
"면목5동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","20","21","20","28","33","50","61","78","86","96",
"면목5동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","47","47","31","47","66","87","102","106","117","130",
"면목5동","저소득노인","계","독거노인현황(성별)","","","31","32","21","29","22","14","29","10","8","8",
"면목5동","저소득노인","남","독거노인현황(성별)","","","11","11","11","10","10","4","11","3","2","1",
"면목5동","저소득노인","여","독거노인현황(성별)","","","20","21","10","19","12","10","18","7","6","7",
"면목5동","일   반","계","독거노인현황(성별)","","","286","305","298","307","244","343","335","376","419","440",
"면목5동","일   반","남","독거노인현황(성별)","","","98","104","94","104","81","118","113","122","138","148",
"면목5동","일   반","여","독거노인현황(성별)","","","188","201","204","203","163","225","222","254","281","292",
"면목7동","합계","계","독거노인현황(성별)","","","803","854","625","857","624","994","1063","1108","1191","1252",
"면목7동","합계","남","독거노인현황(성별)","","","253","269","171","271","202","341","371","394","436","456",
"면목7동","합계","여","독거노인현황(성별)","","","550","585","454","586","422","653","692","714","755","796",
"면목7동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","149","154","150","148","224","299","316","349","362","409",
"면목7동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","45","47","41","48","77","107","110","139","145","161",
"면목7동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","104","107","109","100","147","192","206","210","217","248",
"면목7동","저소득노인","계","독거노인현황(성별)","","","50","52","72","59","45","31","59","28","21","19",
"면목7동","저소득노인","남","독거노인현황(성별)","","","11","11","24","10","7","6","14","9","7","7",
"면목7동","저소득노인","여","독거노인현황(성별)","","","39","41","48","49","38","25","45","19","14","12",
"면목7동","일   반","계","독거노인현황(성별)","","","604","648","403","650","355","664","688","731","808","824",
"면목7동","일   반","남","독거노인현황(성별)","","","197","211","106","213","118","228","247","246","284","288",
"면목7동","일   반","여","독거노인현황(성별)","","","407","437","297","437","237","436","441","485","524","536",
"상봉1동","합계","계","독거노인현황(성별)","","","674","721","827","766","1800","896","958","1051","1147","1225",
"상봉1동","합계","남","독거노인현황(성별)","","","194","207","234","216","594","266","278","320","372","396",
"상봉1동","합계","여","독거노인현황(성별)","","","480","514","593","550","1206","630","680","731","775","829",
"상봉1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","169","176","191","250","306","356","395","441","486","529",
"상봉1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","48","49","62","78","100","124","133","150","172","202",
"상봉1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","121","127","129","172","206","232","262","291","314","327",
"상봉1동","저소득노인","계","독거노인현황(성별)","","","43","45","52","69","50","36","69","22","25","23",
"상봉1동","저소득노인","남","독거노인현황(성별)","","","9","9","11","23","11","6","16","5","7","7",
"상봉1동","저소득노인","여","독거노인현황(성별)","","","34","36","41","46","39","30","53","17","18","16",
"상봉1동","일   반","계","독거노인현황(성별)","","","462","500","584","447","1444","504","494","588","636","673",
"상봉1동","일   반","남","독거노인현황(성별)","","","137","149","161","115","483","136","129","165","193","187",
"상봉1동","일   반","여","독거노인현황(성별)","","","325","351","423","332","961","368","365","423","443","486",
"상봉2동","합계","계","독거노인현황(성별)","","","741","777","686","915","748","883","955","1000","1111","1175",
"상봉2동","합계","남","독거노인현황(성별)","","","275","287","260","374","273","351","387","404","468","483",
"상봉2동","합계","여","독거노인현황(성별)","","","466","490","426","541","475","532","568","596","643","692",
"상봉2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","139","144","137","140","206","262","284","309","365","430",
"상봉2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","50","52","55","63","93","123","125","139","171","214",
"상봉2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","89","92","82","77","113","139","159","170","194","216",
"상봉2동","저소득노인","계","독거노인현황(성별)","","","38","40","24","39","28","24","52","19","12","14",
"상봉2동","저소득노인","남","독거노인현황(성별)","","","8","9","11","21","9","11","23","7","1","2",
"상봉2동","저소득노인","여","독거노인현황(성별)","","","30","31","13","18","19","13","29","12","11","12",
"상봉2동","일   반","계","독거노인현황(성별)","","","564","593","525","736","514","597","619","672","734","731",
"상봉2동","일   반","남","독거노인현황(성별)","","","217","226","194","290","171","217","239","258","296","267",
"상봉2동","일   반","여","독거노인현황(성별)","","","347","367","331","446","343","380","380","414","438","464",
"중화1동","합계","계","독거노인현황(성별)","","","559","591","522","700","695","816","864","937","971","1048",
"중화1동","합계","남","독거노인현황(성별)","","","171","181","164","238","227","264","295","322","346","382",
"중화1동","합계","여","독거노인현황(성별)","","","388","410","358","462","468","552","569","615","625","666",
"중화1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","103","107","126","152","166","229","270","284","301","344",
"중화1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","25","26","43","46","49","64","87","95","111","135",
"중화1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","78","81","83","106","117","165","183","189","190","209",
"중화1동","저소득노인","계","독거노인현황(성별)","","","36","38","35","49","36","35","47","21","18","15",
"중화1동","저소득노인","남","독거노인현황(성별)","","","10","11","12","16","13","10","11","7","6","6",
"중화1동","저소득노인","여","독거노인현황(성별)","","","26","27","23","33","23","25","36","14","12","9",
"중화1동","일   반","계","독거노인현황(성별)","","","420","446","361","499","493","552","547","632","652","689",
"중화1동","일   반","남","독거노인현황(성별)","","","136","144","109","176","165","190","197","220","229","241",
"중화1동","일   반","여","독거노인현황(성별)","","","284","302","252","323","328","362","350","412","423","448",
"중화2동","합계","계","독거노인현황(성별)","","","1308","1380","1327","1462","1182","1575","1676","1765","1947","2123",
"중화2동","합계","남","독거노인현황(성별)","","","501","524","495","574","427","635","721","754","855","976",
"중화2동","합계","여","독거노인현황(성별)","","","807","856","832","888","755","940","955","1011","1092","1147",
"중화2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","292","303","353","494","506","640","697","755","828","947",
"중화2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","96","99","117","191","208","279","316","335","373","451",
"중화2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","196","204","236","303","298","361","381","420","455","496",
"중화2동","저소득노인","계","독거노인현황(성별)","","","61","65","82","73","75","44","122","33","30","23",
"중화2동","저소득노인","남","독거노인현황(성별)","","","17","18","29","27","19","10","39","10","8","5",
"중화2동","저소득노인","여","독거노인현황(성별)","","","44","47","53","46","56","34","83","23","22","18",
"중화2동","일   반","계","독거노인현황(성별)","","","955","1012","892","895","601","891","857","977","1089","1153",
"중화2동","일   반","남","독거노인현황(성별)","","","388","407","349","356","200","346","366","409","474","520",
"중화2동","일   반","여","독거노인현황(성별)","","","567","605","543","539","401","545","491","568","615","633",
"묵1동","합계","계","독거노인현황(성별)","","","783","852","743","880","773","1045","1113","1206","1300","1365",
"묵1동","합계","남","독거노인현황(성별)","","","225","246","202","256","235","316","348","359","395","424",
"묵1동","합계","여","독거노인현황(성별)","","","558","606","541","624","538","729","765","847","905","941",
"묵1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","116","126","154","184","200","272","313","337","356","385",
"묵1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","30","33","42","49","60","78","83","92","102","116",
"묵1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","86","93","112","135","140","194","230","245","254","269",
"묵1동","저소득노인","계","독거노인현황(성별)","","","49","53","61","60","47","47","68","28","21","19",
"묵1동","저소득노인","남","독거노인현황(성별)","","","13","13","22","6","5","6","12","8","6","6",
"묵1동","저소득노인","여","독거노인현황(성별)","","","36","40","39","54","42","41","56","20","15","13",
"묵1동","일   반","계","독거노인현황(성별)","","","618","673","528","636","526","726","732","841","923","961",
"묵1동","일   반","남","독거노인현황(성별)","","","182","200","138","201","170","232","253","259","287","302",
"묵1동","일   반","여","독거노인현황(성별)","","","436","473","390","435","356","494","479","582","636","659",
"묵2동","합계","계","독거노인현황(성별)","","","616","652","724","715","757","873","962","979","1067","1134",
