연번,시,구,동,도로명,시도청,경찰서,치안센터명,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,기준주소
216,강원특별자치도,인제군,북면,미시령로 1114,강원청,인제,용대치안센터,인제군 북면 미시령로 1114,인제군 북면 미시령로 1114,317307,522342,정좌표,51810320241052518,새주소,강원특별자치도 인제군 북면 미시령로 1114,강원특별자치도 인제군 북면 용대리 525,246060,51810320000,북면,51810320240,북면 용대리,강원특별자치도 인제군 북면 미시령로 1114
217,강원특별자치도,인제군,상남면,상남로 29,강원청,인제,상남치안센터,인제군 상남면 상남로 29,인제군 상남면 상남로 29,310788,486302,정좌표,51810350211012418,새주소,강원특별자치도 인제군 상남면 상남로 29,강원특별자치도 인제군 상남면 상남리 124-1,246640,51810350000,상남면,51810350210,상남면 상남리,강원특별자치도 인제군 상남면 상남로 29
218,강원특별자치도,철원군,동송읍,오덕로 154,강원청,철원,오덕치안센터,철원군 동송읍 오덕로 154,철원군 동송읍 오덕로 154,220298,524454,정좌표,51780259221255418,새주소,강원특별자치도 철원군 동송읍 오덕로 154,강원특별자치도 철원군 동송읍 오덕리 2554,240100,51780259000,동송읍,51780259220,동송읍 오덕리,강원특별자치도 철원군 동송읍 오덕로 154
219,강원특별자치도,철원군,서면,자등로 599,강원청,철원,자등치안센터,철원군 서면 자등로 599,철원군 서면 자등로 599,236158,518207,정좌표,51780310211072618,새주소,강원특별자치도 철원군 서면 자등로 599,강원특별자치도 철원군 서면 자등리 726-2,240620,51780310000,서면,51780310210,서면 자등리,강원특별자치도 철원군 서면 자등로 599
220,강원특별자치도,철원군,근남면,하오재로 2066,강원청,철원,근남치안센터,철원군 근남면 하오재로 2066,철원군 근남면 하오재로 2066,241181,526259,정좌표,51780320211029818,새주소,강원특별자치도 철원군 근남면 하오재로 2066,강원특별자치도 철원군 근남면 육단리 298-4,240640,51780320000,근남면,51780320210,근남면 육단리,강원특별자치도 철원군 근남면 하오재로 2066
221,충청북도,청주시,상당구,,충북청,청주상당,낭성치안센터,충북 청주시 상당구 낭성 시내길 31,충북 청주시 상당구 낭성 시내길 31,243617,348276,시군구(3차) 좌표,431110,판별불가,,충청북도 청주시 상당구,,,,,,충청북도 청주시 상당구
222,충청북도,청주시,청원구,북이면 충청대로 1139,충북청,청주청원,북이치안센터,충북 청주시 청원구 북이면 충청대로 1139,충북 청주시 청원구 북이면 충청대로 1139,248562,360328,정좌표,43114310231005118,새주소,충청북도 청주시 청원구 북이면 충청대로 1139,충청북도 청주시 청원구 북이면 현암리 51-14,281390,43114310000,북이면,43114310230,북이면 현암리,충청북도 청주시 청원구 북이면 충청대로 1139
223,충청북도,충주시,주덕읍,충청대로 2447,충북청,충주,주덕치안센터,충북 충주시 주덕읍 충청대로 2447,충북 충주시 주덕읍 충청대로 2447,270099,385619,정좌표,43130250241018118,새주소,충청북도 충주시 주덕읍 충청대로 2447,충청북도 충주시 주덕읍 삼청리 181-1,274620,43130250000,주덕읍,43130250240,주덕읍 삼청리,충청북도 충주시 주덕읍 충청대로 2447
224,충청북도,충주시,소태면,소태로 247,충북청,충주,소태치안센터,충북 충주시 소태면 소태로 247,충북 충주시 소태면 소태로 247,275322,401054,정좌표,43130430211011918,새주소,충청북도 충주시 소태면 소태로 247,충청북도 충주시 소태면 오량리 119-4,273070,43130430000,소태면,43130430210,소태면 오량리,충청북도 충주시 소태면 소태로 247
225,충청북도,충주시,산척면,천등박달로 141,충북청,충주,산척치안센터,충북 충주시 산척면 천등박달로 141,충북 충주시 산척면 천등박달로 141,284992,398129,정좌표,43130410211125318,새주소,충청북도 충주시 산척면 천등박달로 141,충청북도 충주시 산척면 송강리 1253-4,273150,43130410000,산척면,43130410210,산척면 송강리,충청북도 충주시 산척면 천등박달로 141
226,충청북도,제천시,금성면,청풍호로 1043,충북청,제천,금성치안센터,충북 제천시 금성면 청풍호로1043,충북 제천시 금성면 청풍호로1043,303760,396221,정좌표,43150310211006818,새주소,충청북도 제천시 금성면 청풍호로 1043,충청북도 제천시 금성면 구룡리 68-5,272070,43150310000,금성면,43150310210,금성면 구룡리,충청북도 제천시 금성면 청풍호로 1043
227,충청북도,제천시,송학면,송학로 199,충북청,제천,송학치안센터,충북 제천시 송학면 송학로 199,충북 제천시 송학면 송학로 199,312023,409833,정좌표,4315038021102240318,새주소,충청북도 제천시 송학면 송학로 199,충청북도 제천시 송학면 무도리 224-10,271260,43150380000,송학면,43150380210,송학면 무도리,충청북도 제천시 송학면 송학로 199
228,충청북도,제천시,백운면,천등박달로 1344,충북청,제천,백운치안센터,충북 제천시 백운면 천등박달로1344,충북 제천시 백운면 천등박달로1344,290940,404492,정좌표,43150360211021218,새주소,충청북도 제천시 백운면 천등박달로 1344,충청북도 제천시 백운면 평동리 212-4,271050,43150360000,백운면,43150360210,백운면 평동리,충청북도 제천시 백운면 천등박달로 1344
229,충청북도,제천시,수산면,월악로26길 47,충북청,제천,수산치안센터,충북 제천시 수산면 월악로 26길47,충북 제천시 수산면 월악로 26길47,305227,382014,정좌표,43150330211060118,새주소,충청북도 제천시 수산면 월악로26길 47,충청북도 제천시 수산면 수산리 601-6,272200,43150330000,수산면,43150330210,수산면 수산리,충청북도 제천시 수산면 월악로26길 47
230,충청북도,제천시,한수면,14,충북청,제천,한수치안센터,충북 제천시 한수면 미륵송계기로6길14,충북 제천시 한수면 미륵송계기로6길14,296375,376500,(도로명 없음)법정동 좌표,431500,구주소,,충청북도 제천시 한수면 14,,43150350000,한수면,43150350000,한수면,충청북도 제천시 한수면 14
231,충청북도,음성군,원남면,보천로 64,충북청,음성,원남치안센터,충북 음성군 원남면 보천로 64,충북 음성군 원남면 보천로 64,258272,375141,정좌표,43770320221041618,새주소,충청북도 음성군 원남면 보천로 64,충청북도 음성군 원남면 보룡리 416-2,277260,43770320000,원남면,43770320220,원남면 보룡리,충청북도 음성군 원남면 보천로 64
232,충청북도,음성군,소이면,대장로 67,충북청,음성,소이치안센터,충북 음성군 소이면 대장로 67,충북 음성군 소이면 대장로 67,267250,380585,정좌표,43770310211014818,새주소,충청북도 음성군 소이면 대장로 67,충청북도 음성군 소이면 대장리 148-3,277120,43770310000,소이면,43770310210,소이면 대장리,충청북도 음성군 소이면 대장로 67
233,충청북도,음성군,생극면,음성로 1643,충북청,음성,생극치안센터,충북 음성군 생극면 음성로 1643,충북 음성군 생극면 음성로 1643,253891,392600,정좌표,43770360211044218,새주소,충청북도 음성군 생극면 음성로 1643,충청북도 음성군 생극면 신양리 442-1,276190,43770360000,생극면,43770360210,생극면 신양리,충청북도 음성군 생극면 음성로 1643
234,충청북도,영동군,심천면,심천로6길 10-7,충북청,영동,심천치안센터,충북 영동군 심천면 심천로 6길 10-7,충북 영동군 심천면 심천로 6길 10-7,264814,304467,정좌표,43740400211018918,새주소,충청북도 영동군 심천면 심천로6길 10-7,충청북도 영동군 심천면 심천리 189-2,291030,43740400000,심천면,43740400210,심천면 심천리,충청북도 영동군 심천면 심천로6길 10-7
235,충청북도,영동군,추풍령면,추풍령로 441,충북청,영동,추풍령치안센터,충북 영동군 추풍령면 추풍령로441,충북 영동군 추풍령면 추풍령로441,289537,301924,정좌표,43740335241033618,새주소,충청북도 영동군 추풍령면 추풍령로 441,충청북도 영동군 추풍령면 추풍령리 336-41,291200,43740335000,추풍령면,43740335240,추풍령면 추풍령리,충청북도 영동군 추풍령면 추풍령로 441
236,충청북도,영동군,양산면,금강로 1516,충북청,영동,양산치안센터,충북 영동군 양산면 금강로1516,충북 영동군 양산면 금강로1516,260088,291632,정좌표,43740390211017718,새주소,충청북도 영동군 양산면 금강로 1516,충청북도 영동군 양산면 가곡리 177-4,291610,43740390000,양산면,43740390210,양산면 가곡리,충청북도 영동군 양산면 금강로 1516
237,충청북도,영동군,용화면,용화양강로 18,충북청,영동,용화치안센터,충북 영동군 용화면 용화양강로 18,충북 영동군 용화면 용화양강로 18,268940,280436,정좌표,43740370211075818,새주소,충청북도 영동군 용화면 용화양강로 18,충청북도 영동군 용화면 용화리 758-8,291580,43740370000,용화면,43740370210,용화면 용화리,충청북도 영동군 용화면 용화양강로 18
238,충청북도,영동군,매곡면,민주지산로 3571,충북청,영동,매곡치안센터,충북 영동군 매곡면 민주지산로 3571,충북 영동군 매곡면 민주지산로 3571,283681,299129,정좌표,43740340211062718,새주소,충청북도 영동군 매곡면 민주지산로 3571,충청북도 영동군 매곡면 노천리 627-1,291210,43740340000,매곡면,43740340210,매곡면 노천리,충청북도 영동군 매곡면 민주지산로 3571
239,충청북도,증평군,도안면,화성로 85,충북청,괴산,도안치안센터,충북 증평군 도안면 화성로 85,충북 증평군 도안면 화성로 85,254610,368361,정좌표,43745310211014818,새주소,충청북도 증평군 도안면 화성로 85,충청북도 증평군 도안면 화성리 148-1,279030,43745310000,도안면,43745310210,도안면 화성리,충청북도 증평군 도안면 화성로 85
240,충청북도,괴산군,소수면,소수로6길 1,충북청,괴산,소수치안센터,충북 괴산군 소수면 소수로6길 1,충북 괴산군 소수면 소수로6길 1,266388,372930,정좌표,43760400211059718,새주소,충청북도 괴산군 소수면 소수로6길 1,충청북도 괴산군 소수면 수리 597-2,280410,43760400000,소수면,43760400210,소수면 수리,충청북도 괴산군 소수면 소수로6길 1
241,충청북도,괴산군,청천면,문장로 3110,충북청,괴산,송면치안센터,충북 괴산군 청천면 문장로 3110,충북 괴산군 청천면 문장로 3110,276939,352633,정좌표,43760360471015118,새주소,충청북도 괴산군 청천면 문장로 3110,충청북도 괴산군 청천면 송면리 151-5,280650,43760360000,청천면,43760360470,청천면 송면리,충청북도 괴산군 청천면 문장로 3110
242,충청북도,괴산군,장연면,미선로 778,충북청,괴산,장연치안센터,충북 괴산군 장연면 미선로 778,충북 괴산군 장연면 미선로 778,285154,369772,정좌표,43760320211036918,새주소,충청북도 괴산군 장연면 미선로 778,충청북도 괴산군 장연면 오가리 369-10,280090,43760320000,장연면,43760320210,장연면 오가리,충청북도 괴산군 장연면 미선로 778
243,충청북도,괴산군,사리면,모래재로 339,충북청,괴산,사리치안센터,충북 괴산군 사리면 모래재로 339,충북 괴산군 사리면 모래재로 339,257891,368154,정좌표,43760390251028318,새주소,충청북도 괴산군 사리면 모래재로 339,충청북도 괴산군 사리면 방축리 283-5,280460,43760390000,사리면,43760390250,사리면 방축리,충청북도 괴산군 사리면 모래재로 339
244,충청북도,괴산군,감물면,감물로 64,충북청,괴산,감물치안센터,충북 괴산군 감물면 감물로 64,충북 괴산군 감물면 감물로 64,277870,371103,정좌표,43760310211004818,새주소,충청북도 괴산군 감물면 감물로 64,충청북도 괴산군 감물면 오성리 48-3,280060,43760310000,감물면,43760310210,감물면 오성리,충청북도 괴산군 감물면 감물로 64
245,충청북도,단양군,적성면,금수산로 957-1,충북청,단양,적성치안센터,충북 단양군 적성면 금수산로 957-1,충북 단양군 적성면 금수산로 957-1,315103,385093,정좌표,43800350231035718,새주소,충청북도 단양군 적성면 금수산로 957-1,충청북도 단양군 적성면 하리 357-3,270140,43800350000,적성면,43800350230,적성면 하리,충청북도 단양군 적성면 금수산로 957-1
246,충청북도,단양군,어상천면,어상천로 956,충북청,단양,어상천치안센터,충북 단양군 어상천면 어상천로 956,충북 단양군 어상천면 어상천로 956,320440,401015,정좌표,43800340211046718,새주소,충청북도 단양군 어상천면 어상천로 956,충청북도 단양군 어상천면 임현리 467-2,270150,43800340000,어상천면,43800340210,어상천면 임현리,충청북도 단양군 어상천면 어상천로 956
247,충청북도,단양군,단성면,월악로 4660,충북청,단양,단성치안센터,충북 단양군 단성면 월악로 4660,충북 단양군 단성면 월악로 4660,317979,382339,정좌표,43800360231010718,새주소,충청북도 단양군 단성면 월악로 4660,충청북도 단양군 단성면 상방리 107-3,270250,43800360000,단성면,43800360230,단성면 상방리,충청북도 단양군 단성면 월악로 4660
248,충청북도,보은군,수한면,안내보은로 896,충북청,보은,수한치안센터,충북 보은군 수한면 안내보은로 896(묘서리),충북 보은군 수한면 안내보은로 896(묘서리),262565,327684,정좌표,43720360311018818,새주소,충청북도 보은군 수한면 안내보은로 896,충청북도 보은군 수한면 묘서리 188-2,289210,43720360000,수한면,43720360310,수한면 묘서리,충청북도 보은군 수한면 안내보은로 896
249,충청북도,보은군,탄부면,하장2길 9,충북청,보은,탄부치안센터,충북 보은군 탄부면 하장2길 9(하장리),충북 보은군 탄부면 하장2길 9(하장리),271331,325725,정좌표,4372034021103518,새주소,충청북도 보은군 탄부면 하장2길 9,충청북도 보은군 탄부면 하장리 350-2,289600,43720340000,탄부면,43720340210,탄부면 하장리,충청북도 보은군 탄부면 하장2길 9
250,충청북도,보은군,회남면,회남로 1940,충북청,보은,회남치안센터,충북 보은군 회남로 1940(조곡리),충북 보은군 회남로 1940(조곡리),252110,327495,정좌표,43720370232000118,새주소,충청북도 보은군 회남면 회남로 1940,충청북도 보은군 회남면 조곡리 산 1-3,289320,43720370000,회남면,43720370230,회남면 조곡리,충청북도 보은군 회남면 회남로 1940
251,충청북도,옥천군,군서면,성왕로 545,충북청,옥천,군서치안센터,충북 옥천군 군서면 성왕로 545,충북 옥천군 군서면 성왕로 545,247219,308870,정좌표,43730370211056418,새주소,충청북도 옥천군 군서면 성왕로 545,충청북도 옥천군 군서면 동평리 564-1,290590,43730370000,군서면,43730370210,군서면 동평리,충청북도 옥천군 군서면 성왕로 545
252,충청북도,옥천군,안남면,연주길 17,충북청,옥천,안남치안센터,충북 옥천군 안남면 연주길 17,충북 옥천군 안남면 연주길 17,260540,317665,정좌표,43730320211004918,새주소,충청북도 옥천군 안남면 연주길 17,충청북도 옥천군 안남면 연주리 49-1,290100,43730320000,안남면,43730320210,안남면 연주리,충청북도 옥천군 안남면 연주길 17
253,충청북도,진천군,진천읍,문진로 1042,충북청,진천,사석치안센터,충북 진천군 진천읍 문진로 1042,충북 진천군 진천읍 문진로 1042,236618,369325,정좌표,43750250311025318,새주소,충청북도 진천군 진천읍 문진로 1042,충청북도 진천군 진천읍 사석리 253-4,278260,43750250000,진천읍,43750250310,진천읍 사석리,충청북도 진천군 진천읍 문진로 1042
254,충청북도,진천군,문백면,문진로 469-5,충북청,진천,문백치안센터,충북 진천군 문백면 문진로 469-5,충북 진천군 문백면 문진로 469-5,238709,364646,정좌표,43750330271022518,새주소,충청북도 진천군 문백면 문진로 469-5,충청북도 진천군 문백면 봉죽리 225-1,278690,43750330000,문백면,43750330270,문백면 봉죽리,충청북도 진천군 문백면 문진로 469-5
255,충청북도,진천군,백곡면,장터길 16-22,충북청,진천,백곡치안센터,충북 진천군 백곡면 장터길 16-22,충북 진천군 백곡면 장터길 16-22,233682,375725,정좌표,437503402110318,새주소,충청북도 진천군 백곡면 장터길 16-22,충청북도 진천군 백곡면 석현리 300,278230,43750340000,백곡면,43750340210,백곡면 석현리,충청북도 진천군 백곡면 장터길 16-22
256,충청남도,천안시,동남구,목천읍 위례성로 693,충남청,천안동남,북면치안센터,충남 천안시 동남구 목천읍 위례성로 693,충남 천안시 동남구 목천읍 위례성로 693,221717,362985,도로중심좌표,441310,새주소,충청남도 천안시 동남구 목천읍 위례성로 693,충청남도 천안시 동남구 목천읍,,44131250000,목천읍,44131250000,목천읍,충청남도 천안시 동남구 목천읍 위례성로 693
257,충청남도,천안시,동남구,동면 동산1길 39,충남청,천안동남,동면치안센터,충남 천안시 동남구 동면 동산1길 39,충남 천안시 동남구 동면 동산1길 39,230891,364033,정좌표,4413137025105618,새주소,충청남도 천안시 동남구 동면 동산1길 39,충청남도 천안시 동남구 동면 동산리 560-1,312580,44131370000,동면,44131370250,동면 동산리,충청남도 천안시 동남구 동면 동산1길 39
258,충청남도,천안시,동남구,성남면 신사대화로 153,충남청,천안동남,성남치안센터,충남 천안시 동남구 성남면 신사대화로 153,충남 천안시 동남구 성남면 신사대화로 153,221121,360115,정좌표,44131340271034118,새주소,충청남도 천안시 동남구 성남면 신사대화로 153,충청남도 천안시 동남구 성남면 신사리 341-2,312450,44131340000,성남면,44131340270,성남면 신사리,충청남도 천안시 동남구 성남면 신사대화로 153
259,충청남도,천안시,동남구,풍세면 풍년길 27,충남청,천안동남,풍세치안센터,충남 천안시 동남구 풍세면 풍년길 27,충남 천안시 동남구 풍세면 풍년길 27,210604,357723,정좌표,44131310211037918,새주소,충청남도 천안시 동남구 풍세면 풍년길 27,충청남도 천안시 동남구 풍세면 풍서리 379-1,312170,44131310000,풍세면,44131310210,풍세면 풍서리,충청남도 천안시 동남구 풍세면 풍년길 27
260,충청남도,서산시,지곡면,화천1로 98,충남청,서산,지곡치안센터,서산시 지곡면 화천1로 98,서산시 지곡면 화천1로 98,149718,373921,정좌표,44210340211032718,새주소,충청남도 서산시 지곡면 화천1로 98,충청남도 서산시 지곡면 화천리 327-4,319190,44210340000,지곡면,44210340210,지곡면 화천리,충청남도 서산시 지곡면 화천1로 98
261,충청남도,서산시,음암면,운암로 385,충남청,서산,음암치안센터,서산시 음암면 운암로 385,서산시 음암면 운암로 385,156946,366603,정좌표,44210370211130418,새주소,충청남도 서산시 음암면 운암로 385,충청남도 서산시 음암면 도당리 1304-8,319360,44210370000,음암면,44210370210,음암면 도당리,충청남도 서산시 음암면 운암로 385
262,충청남도,서산시,운산면,운암로 1042,충남청,서산,운산치안센터,서산시 운산면 운암로 1042,서산시 운산면 운암로 1042,162766,367803,정좌표,44210380321042818,새주소,충청남도 서산시 운산면 운암로 1042,충청남도 서산시 운산면 용장리 428-8,319450,44210380000,운산면,44210380320,운산면 용장리,충청남도 서산시 운산면 운암로 1042
263,충청남도,서산시,인지면,무학로 1675,충남청,서산,인지치안센터,서산시 인지면 무학로 1675,서산시 인지면 무학로 1675,148633,361414,정좌표,44210310211025518,새주소,충청남도 서산시 인지면 무학로 1675,충청남도 서산시 인지면 둔당리 255-2,320150,44210310000,인지면,44210310210,인지면 둔당리,충청남도 서산시 인지면 무학로 1675
264,충청남도,아산시,외암로,1413,충남청,아산,온주치안센터,아산시 외암로 1413,아산시 외암로 1413,201279,362229,정좌표,44200110001025318,새주소,충청남도 아산시 외암로 1413,충청남도 아산시 읍내동 253,315600,44200620000,온양6동,44200110000,읍내동,충청남도 아산시 외암로 1413
265,충청남도,아산시,송악면,송악로 793,충남청,아산,송악치안센터,아산시 송악면 송악로 793,아산시 송악면 송악로 793,200704,358992,정좌표,44200310211001518,새주소,충청남도 아산시 송악면 송악로 793,충청남도 아산시 송악면 역촌리 15-8,315570,44200310000,송악면,44200310210,송악면 역촌리,충청남도 아산시 송악면 송악로 793
266,충청남도,아산시,염치읍,염성길 101,충남청,아산,염치치안센터,아산시 염치읍 염성길 101,아산시 염치읍 염성길 101,197514,368233,정좌표,44200250251026418,새주소,충청남도 아산시 염치읍 염성길 101,충청남도 아산시 염치읍 염성리 264-2,314450,44200250000,염치읍,44200250250,염치읍 염성리,충청남도 아산시 염치읍 염성길 101
267,충청남도,아산시,선장면,서부남로 13,충남청,아산,선장치안센터,아산시 선장면 서부남로 13,아산시 선장면 서부남로 13,187716,365177,정좌표,44200390211007418,새주소,충청남도 아산시 선장면 서부남로 13,충청남도 아산시 선장면 군덕리 74-2,315460,44200390000,선장면,44200390210,선장면 군덕리,충청남도 아산시 선장면 서부남로 13
268,충청남도,논산시,은진면,매죽헌로 23,충남청,논산,은진치안센터,충청남도 논산시 은진면 매죽헌로 23,충청남도 논산시 은진면 매죽헌로 23,209460,296350,정좌표,44230410211026418,새주소,충청남도 논산시 은진면 매죽헌로 23,충청남도 논산시 은진면 연서리 264-1,330010,44230410000,은진면,44230410210,은진면 연서리,충청남도 논산시 은진면 매죽헌로 23
269,충청남도,논산시,채운면,계백로588번길 57,충남청,논산,채운치안센터,충청남도 논산시 채운면 계백로588번길 57,충청남도 논산시 채운면 계백로588번길 57,205787,296948,정좌표,4423042021103030318,새주소,충청남도 논산시 채운면 계백로588번길 57,충청남도 논산시 채운면 화산리 303-16,329450,44230420000,채운면,44230420210,채운면 화산리,충청남도 논산시 채운면 계백로588번길 57
270,충청남도,논산시,가야곡면,덕은로 21,충남청,논산,가야곡치안센터,충청남도 논산시 가야곡면 덕은로 21,충청남도 논산시 가야곡면 덕은로 21,214164,292919,정좌표,44230400211021218,새주소,충청남도 논산시 가야곡면 덕은로 21,충청남도 논산시 가야곡면 육곡리 212-2,330200,44230400000,가야곡면,44230400210,가야곡면 육곡리,충청남도 논산시 가야곡면 덕은로 21
271,충청남도,논산시,광석면,광석로 99,충남청,논산,광석치안센터,충청남도 논산시 광석면 광석로 99,충청남도 논산시 광석면 광석로 99,206995,304578,정좌표,4423032026101920318,새주소,충청남도 논산시 광석면 광석로 99,충청남도 논산시 광석면 이사리 192-1,329240,44230320000,광석면,44230320260,광석면 이사리,충청남도 논산시 광석면 광석로 99
272,충청남도,논산시,성동면,성동로 264,충남청,논산,성동치안센터,충청남도 논산시 성동면 성동로 264,충청남도 논산시 성동면 성동로 264,202909,300185,정좌표,44230310211016518,새주소,충청남도 논산시 성동면 성동로 264,충청남도 논산시 성동면 삼산리 165-1,329270,44230310000,성동면,44230310210,성동면 삼산리,충청남도 논산시 성동면 성동로 264
273,충청남도,논산시,벌곡면,황룡재로 592,충남청,논산,벌곡치안센터,충청남도 논산시 벌곡면 황룡재로 592,충청남도 논산시 벌곡면 황룡재로 592,223737,300651,정좌표,44230380211021318,새주소,충청남도 논산시 벌곡면 황룡재로 592,충청남도 논산시 벌곡면 한삼천리 213-2,330260,44230380000,벌곡면,44230380210,벌곡면 한삼천리,충청남도 논산시 벌곡면 황룡재로 592
274,충청남도,논산시,부적면,계백로 1378,충남청,논산,부적치안센터,충청남도 논산시 부적면 계백로 1378,충청남도 논산시 부적면 계백로 1378,211368,301450,정좌표,44230350211007418,새주소,충청남도 논산시 부적면 계백로 1378,충청남도 논산시 부적면 마구평리 74,329170,44230350000,부적면,44230350210,부적면 마구평리,충청남도 논산시 부적면 계백로 1378
275,충청남도,논산시,노성면,논산평야로 1463,충남청,논산,노성치안센터,충청남도 논산시 노성면 논산평야로 1463,충청남도 논산시 노성면 논산평야로 1463,211425,308370,정좌표,44230330211030618,새주소,충청남도 논산시 노성면 논산평야로 1463,충청남도 논산시 노성면 읍내리 306-1,329030,44230330000,노성면,44230330210,노성면 읍내리,충청남도 논산시 노성면 논산평야로 1463
276,충청남도,공주시,의당로,323,충남청,공주,의당치안센터,공주시 의당로 323,공주시 의당로 323,211895,330908,도로중심좌표,441500,새주소,충청남도 공주시 의당로 323,충청남도 공주시,,,,,,충청남도 공주시 의당로 323
277,충청남도,공주시,봉황로,172,충남청,공주,왕릉치안센터,공주시 봉황로 172,공주시 봉황로 172,210780,328941,정좌표,44150106001000218,새주소,충청남도 공주시 봉황로 172,충청남도 공주시 교동 2-4,325410,44150540000,웅진동,44150106000,교동,충청남도 공주시 봉황로 172
278,충청남도,공주시,신풍면,신풍길 93-2,충남청,공주,신풍치안센터,공주시 신풍길 93-2,공주시 신풍길 93-2,196181,334869,정좌표,44150400211008518,새주소,충청남도 공주시 신풍면 신풍길 93-2,충청남도 공주시 신풍면 산정리 85-2,325250,44150400000,신풍면,44150400210,신풍면 산정리,충청남도 공주시 신풍면 신풍길 93-2
279,충청남도,공주시,탄천면,통산로 162,충남청,공주,탄천치안센터,공주시 통산로 162,공주시 통산로 162,202669,314428,정좌표,44150320211048418,새주소,충청남도 공주시 탄천면 통산로 162,충청남도 공주시 탄천면 삼각리 484-1,326090,44150320000,탄천면,44150320210,탄천면 삼각리,충청남도 공주시 탄천면 통산로 162
280,충청남도,공주시,반포면,동학사1로 273,충남청,공주,동학사치안센터,공주시 동학사1로 273,공주시 동학사1로 273,221308,317537,정좌표,44150340331072818,새주소,충청남도 공주시 반포면 동학사1로 273,충청남도 공주시 반포면 학봉리 728-10,326260,44150340000,반포면,44150340330,반포면 학봉리,충청남도 공주시 반포면 동학사1로 273
281,충청남도,공주시,사곡면,마곡사로 99-4,충남청,공주,사곡치안센터,공주시 마곡사로 99-4,공주시 마곡사로 99-4,202218,333421,정좌표,44150390211030918,새주소,충청남도 공주시 사곡면 마곡사로 99-4,충청남도 공주시 사곡면 호계리 309-4,325230,44150390000,사곡면,44150390210,사곡면 호계리,충청남도 공주시 사곡면 마곡사로 99-4
282,충청남도,보령시,청라면,원모루길 219,충남청,보령,청라치안센터,충남 보령시 청라면 원모루길 219,충남 보령시 청라면 원모루길 219,170616,321113,정좌표,4418035021109280318,새주소,충청남도 보령시 청라면 원모루길 219,충청남도 보령시 청라면 나원리 928-2,334240,44180350000,청라면,44180350210,청라면 나원리,충청남도 보령시 청라면 원모루길 219
283,충청남도,보령시,남포면,충서로 1846,충남청,보령,남포치안센터,충남 보령시 남포면 충서로1846,충남 보령시 남포면 충서로1846,164601,311669,정좌표,44180360211035118,새주소,충청남도 보령시 남포면 충서로 1846,충청남도 보령시 남포면 읍내리 351-9,334950,44180360000,남포면,44180360210,남포면 읍내리,충청남도 보령시 남포면 충서로 1846
284,충청남도,보령시,오천면,원산도3길,충남청,보령,원산도치안센터,충남 보령시 오천면 원산도 3길,충남 보령시 오천면 원산도 3길,148762,319178,도로중심좌표,441800,새주소,충청남도 보령시 오천면 원산도3길,충청남도 보령시 오천면,,44180320000,오천면,44180320000,오천면,충청남도 보령시 오천면 원산도3길
285,충청남도,보령시,오천면,장고도1길 29,충남청,보령,장고도치안센터,충남 보령시 오천면 장고도1길 29,충남 보령시 오천면 장고도1길 29,140590,321306,정좌표,44180320281082918,새주소,충청남도 보령시 오천면 장고도1길 29,충청남도 보령시 오천면 삽시도리 829,334110,44180320000,오천면,44180320280,오천면 삽시도리,충청남도 보령시 오천면 장고도1길 29
286,충청남도,보령시,오천면,외연도1길 102,충남청,보령,외연도치안센터,충남 보령시 오천면 외연도1길 102,충남 보령시 오천면 외연도1길 102,117444,303209,정좌표,44180320302002318,새주소,충청남도 보령시 오천면 외연도1길 102,충청남도 보령시 오천면 외연도리 산 23,334110,44180320000,오천면,44180320300,오천면 외연도리,충청남도 보령시 오천면 외연도1길 102
287,충청남도,보령시,오천면,호도길 10-16,충남청,보령,호도치안센터,충남 보령시 오천면 호도길10-16,충남 보령시 오천면 호도길10-16,133813,311598,정좌표,44180320291052218,새주소,충청남도 보령시 오천면 호도길 10-16,충청남도 보령시 오천면 녹도리 522-1,334110,44180320000,오천면,44180320290,오천면 녹도리,충청남도 보령시 오천면 호도길 10-16
288,충청남도,보령시,오천면,고대도2길 60,충남청,보령,고대도치안센터,충남 보령시 오천면 고대도2길 60,충남 보령시 오천면 고대도2길 60,143358,321172,정좌표,44180320281090718,새주소,충청남도 보령시 오천면 고대도2길 60,충청남도 보령시 오천면 삽시도리 907,334110,44180320000,오천면,44180320280,오천면 삽시도리,충청남도 보령시 오천면 고대도2길 60
289,충청남도,보령시,오천면,168-12,충남청,보령,삽시도치안센터,충남 보령시 오천면 삽시도길 168-12,충남 보령시 오천면 삽시도길 168-12,157196,326344,(도로명 없음)법정동 좌표,441800,구주소,,충청남도 보령시 오천면 168-12,,44180320000,오천면,44180320000,오천면,충청남도 보령시 오천면 168-12
290,충청남도,보령시,오천면,녹도2길 4,충남청,보령,녹도치안센터,충남 보령시 오천면 녹도2길 4,충남 보령시 오천면 녹도2길 4,134011,307674,정좌표,4418032029102918,새주소,충청남도 보령시 오천면 녹도2길 4,충청남도 보령시 오천면 녹도리 290,334110,44180320000,오천면,44180320290,오천면 녹도리,충청남도 보령시 오천면 녹도2길 4
