연번,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,법정동코드_10자리,시도코드,시군구코드,법정동_코드,시,구,동,지역구별 지구대/파출소 수
79,서울청,서울영등포,신풍,지구대,02-2118-9104,서울특별시 영등포구 대방천로 195(신길동 3741-23),서울특별시 영등포구 대방천로 195(신길동 3741-23),192219.0,444102.0,정좌표,1.15601320013741e+18,새주소,서울특별시 영등포구 대방천로 195,서울특별시 영등포구 신길동 3741-23,7430.0,1156068000.0,신길6동,1156013200.0,신길동,1156013200,11,560,13200,서울특별시,영등포구,신길동,10
80,서울청,서울영등포,신길,지구대,02-2118-9105,서울특별시 영등포구 노량진로 11,서울특별시 영등포구 노량진로 11,193435.0,445640.0,정좌표,1.15601320014203e+18,새주소,서울특별시 영등포구 노량진로 11,서울특별시 영등포구 신길동 4203-1,7318.0,1156069000.0,신길7동,1156013200.0,신길동,1156013200,11,560,13200,서울특별시,영등포구,신길동,10
81,서울청,서울영등포,양평,파출소,02-2118-9106,서울특별시 영등포구  선유로 95,서울특별시 영등포구  선유로 95,190179.0,446726.0,정좌표,1.15601250010164e+18,새주소,서울특별시 영등포구 선유로 95,서울특별시 영등포구 양평동1가 164-22,7272.0,1156061000.0,양평1동,1156012500.0,양평동1가,1156012500,11,560,12500,서울특별시,영등포구,양평동1가,10
82,서울청,서울영등포,당산,지구대,02-2118-9107,서울특별시 영등포구  당산로 221,서울특별시 영등포구  당산로 221,191203.0,447934.0,정좌표,1.15601150010015e+18,새주소,서울특별시 영등포구 당산로 221,서울특별시 영등포구 당산동5가 15,7213.0,1156056000.0,당산2동,1156011500.0,당산동5가,1156011500,11,560,11500,서울특별시,영등포구,당산동5가,10
83,서울청,서울영등포,대림,지구대,02-2118-9108,서울특별시 영등포구  대림로23길 16-1,서울특별시 영등포구  대림로23길 16-1,190972.0,443474.0,정좌표,1.15601330010706e+18,새주소,서울특별시 영등포구 대림로23길 16-1,서울특별시 영등포구 대림동 706-8,7417.0,1156071000.0,대림2동,1156013300.0,대림동,1156013300,11,560,13300,서울특별시,영등포구,대림동,10
84,서울청,서울영등포,대림3,파출소,02-2118-9109,서울특별시 영등포구 가마산로 334,서울특별시 영등포구 가마산로 334,190790.0,444091.0,정좌표,1.15601330010775e+18,새주소,서울특별시 영등포구 가마산로 334,서울특별시 영등포구 대림동 775-2,7412.0,1156072000.0,대림3동,1156013300.0,대림동,1156013300,11,560,13300,서울특별시,영등포구,대림동,10
85,서울청,서울영등포,영등포역,파출소,02-2118-9110,서울특별시 영등포구 영신로20길 11,서울특별시 영등포구 영신로20길 11,191873.0,445921.0,정좌표,1.1560101001061806e+18,새주소,서울특별시 영등포구 영신로20길 11,서울특별시 영등포구 영등포동 618-501,7306.0,1156051500.0,영등포본동,1156010100.0,영등포동,1156010100,11,560,10100,서울특별시,영등포구,영등포동,10
86,서울청,서울성동,한양,지구대,02-2292-5975,서울특별시 성동구  사근동길 5,서울특별시 성동구  사근동길 5,203619.0,450884.0,정좌표,1.12001070010011e+18,새주소,서울특별시 성동구 사근동길 5,서울특별시 성동구 행당동 11-7,4761.0,1120055000.0,사근동,1120010700.0,행당동,1120010700,11,200,10700,서울특별시,성동구,행당동,9
87,서울청,서울성동,성수,지구대,02-463-0112,서울특별시 성동구  광나루로2길 35 성수지구대,서울특별시 성동구  광나루로2길 35 성수지구대,204812.0,449552.0,정좌표,1.1200115001029902e+18,새주소,서울특별시 성동구 광나루로2길 35,서울특별시 성동구 성수동2가 299-240,4792.0,1120069000.0,성수2가3동,1120011500.0,성수동2가,1120011500,11,200,11500,서울특별시,성동구,성수동2가,9
88,서울청,서울성동,서울숲,지구대,02-464-0113,서울특별시 성동구  성덕정길 77-2,서울특별시 성동구  성덕정길 77-2,204550.0,448423.0,정좌표,1.12001150010344e+18,새주소,서울특별시 성동구 성덕정길 77-2,서울특별시 성동구 성수동2가 344-7,4775.0,1120067000.0,성수2가1동,1120011500.0,성수동2가,1120011500,11,200,11500,서울특별시,성동구,성수동2가,9
89,서울청,서울성동,왕십리,파출소,02-2295-1241,서울특별시 성동구  마장로 205,서울특별시 성동구  마장로 205,202815.0,451598.0,정좌표,1.12001030010102e+18,새주소,서울특별시 성동구 마장로 205,서울특별시 성동구 홍익동 102-1,4706.0,1120053500.0,왕십리도선동,1120010300.0,홍익동,1120010300,11,200,10300,서울특별시,성동구,홍익동,9
90,서울청,서울성동,행당,파출소,02-2292-1812,서울특별시 성동구  행당로 89,서울특별시 성동구  행당로 89,202479.0,450572.0,정좌표,1.120010700103172e+18,새주소,서울특별시 성동구 행당로 89,서울특별시 성동구 행당동 317-1994,4713.0,1120057000.0,행당2동,1120010700.0,행당동,1120010700,11,200,10700,서울특별시,성동구,행당동,9
91,서울청,서울성동,옥수,파출소,02-2297-5898,서울특별시 성동구  독서당로 211,서울특별시 성동구  독서당로 211,201198.0,449065.0,정좌표,1.12001130010561e+18,새주소,서울특별시 성동구 독서당로 211,서울특별시 성동구 옥수동 561,4733.0,1120064500.0,옥수동,1120011300.0,옥수동,1120011300,11,200,11300,서울특별시,성동구,옥수동,9
92,서울청,서울성동,금호,파출소,02-2231-6253,서울특별시 성동구  금호로11길 2-1,서울특별시 성동구  금호로11길 2-1,201659.0,450280.0,정좌표,1.12001100010224e+18,새주소,서울특별시 성동구 금호로11길 2-1,서울특별시 성동구 금호동2가 224,4723.0,1120061500.0,금호2.3가동,1120011000.0,금호동2가,1120011000,11,200,11000,서울특별시,성동구,금호동2가,9
93,서울청,서울성동,응봉,파출소,02-2293-7480,서울특별시 성동구  독서당로 373 응봉파출소,서울특별시 성동구  독서당로 373 응봉파출소,202582.0,449725.0,정좌표,1.12001080010275e+18,새주소,서울특별시 성동구 독서당로 373,서울특별시 성동구 응봉동 275-8,4720.0,1120058000.0,응봉동,1120010800.0,응봉동,1120010800,11,200,10800,서울특별시,성동구,응봉동,9
94,서울청,서울성동,용답,파출소,02-2245-0189,서울특별시 성동구  용답중앙길 49 용답파출소,서울특별시 성동구  용답중앙길 49 용답파출소,204503.0,451390.0,정좌표,1.12001220010083e+18,새주소,서울특별시 성동구 용답중앙길 49,서울특별시 성동구 용답동 83-5,4804.0,1120079000.0,용답동,1120012200.0,용답동,1120012200,11,200,12200,서울특별시,성동구,용답동,9
95,서울청,서울동작,사당,지구대,02-811-9853,서울특별시 동작구 사당로28길 44,서울특별시 동작구 사당로28길 44,198096.0,442066.0,정좌표,1.15901070011021e+18,새주소,서울특별시 동작구 사당로28길 44,서울특별시 동작구 사당동 1021-45,7014.0,1159062000.0,사당1동,1159010700.0,사당동,1159010700,11,590,10700,서울특별시,동작구,사당동,7
96,서울청,서울동작,노량진,지구대,02-811-9813,서울특별시 동작구  등용로12나길 2,서울특별시 동작구  등용로12나길 2,194033.0,445438.0,정좌표,1.15901080010068e+18,새주소,서울특별시 동작구 등용로12나길 2,서울특별시 동작구 대방동 68-55,6932.0,1159066000.0,대방동,1159010800.0,대방동,1159010800,11,590,10800,서울특별시,동작구,대방동,7
97,서울청,서울동작,상도,지구대,02-811-9833,서울특별시 동작구  등용로 24 ,서울특별시 동작구  등용로 24 ,194289.0,444859.0,정좌표,1.15901020010363e+18,새주소,서울특별시 동작구 등용로 24,서울특별시 동작구 상도동 363-189,6937.0,1159054000.0,상도2동,1159010200.0,상도동,1159010200,11,590,10200,서울특별시,동작구,상도동,7
98,서울청,서울동작,남성,지구대,02-811-9843,서울특별시 동작구 사당로17나길 4,서울특별시 동작구 사당로17나길 4,197565.0,442437.0,정좌표,1.15901070010257e+18,새주소,서울특별시 동작구 사당로17나길 4,서울특별시 동작구 사당동 257-25,7004.0,1159064000.0,사당3동,1159010700.0,사당동,1159010700,11,590,10700,서울특별시,동작구,사당동,7
99,서울청,서울동작,흑석,지구대,02-811-9823,서울특별시 동작구 흑석로13길 13,서울특별시 동작구 흑석로13길 13,196405.0,445232.0,정좌표,1.15901050010341e+18,새주소,서울특별시 동작구 흑석로13길 13,서울특별시 동작구 흑석동 341-6,6910.0,1159060500.0,흑석동,1159010500.0,흑석동,1159010500,11,590,10500,서울특별시,동작구,흑석동,7
100,서울청,서울동작,신대방,지구대,02-811-9863,서울특별시 동작구 신대방1다길 24,서울특별시 동작구 신대방1다길 24,191613.0,442722.0,정좌표,1.15901090010719e+18,새주소,서울특별시 동작구 신대방1다길 24,서울특별시 동작구 신대방동 719-2,7074.0,1159067000.0,신대방1동,1159010900.0,신대방동,1159010900,11,590,10900,서울특별시,동작구,신대방동,7
101,서울청,서울동작,대방,파출소,02-811-9873,서울특별시 동작구 여의대방로 130,서울특별시 동작구 여의대방로 130,192907.0,444043.0,정좌표,1.15901080010417e+18,새주소,서울특별시 동작구 여의대방로 130,서울특별시 동작구 대방동 417-4,7055.0,1159066000.0,대방동,1159010800.0,대방동,1159010800,11,590,10800,서울특별시,동작구,대방동,7
102,서울청,서울광진,광나루,지구대,02-2285-7820,서울특별시 광진구 아차산로 567,서울특별시 광진구 아차산로 567,209061.0,449138.0,정좌표,1.12151040010231e+18,새주소,서울특별시 광진구 아차산로 567,서울특별시 광진구 광장동 231-1,4983.0,1121581000.0,광장동,1121510400.0,광장동,1121510400,11,215,10400,서울특별시,광진구,광장동,10
103,서울청,서울광진,화양,지구대,02-2285-7810,서울특별시 광진구  능동로17길 39 화양지구대,서울특별시 광진구  능동로17길 39 화양지구대,206235.0,449357.0,정좌표,1.12151070010122e+18,새주소,서울특별시 광진구 능동로17길 39,서울특별시 광진구 화양동 122,5010.0,1121571000.0,화양동,1121510700.0,화양동,1121510700,11,215,10700,서울특별시,광진구,화양동,10
104,서울청,서울광진,중곡1,파출소,02-2285-7830,서울특별시 광진구 능동로 385,서울특별시 광진구 능동로 385,207244.0,451274.0,정좌표,1.12151010010165e+18,새주소,서울특별시 광진구 능동로 385,서울특별시 광진구 중곡동 165-6,4909.0,1121574000.0,중곡1동,1121510100.0,중곡동,1121510100,11,215,10100,서울특별시,광진구,중곡동,10
105,서울청,서울광진,중곡2,파출소,02-2285-7840,서울특별시 광진구  능동로 346,서울특별시 광진구  능동로 346,207132.0,450892.0,정좌표,1.12151010010047e+18,새주소,서울특별시 광진구 능동로 346,서울특별시 광진구 중곡동 47-33,4927.0,1121575000.0,중곡2동,1121510100.0,중곡동,1121510100,11,215,10100,서울특별시,광진구,중곡동,10
106,서울청,서울광진,중곡3,파출소,02-2285-7850,서울특별시 광진구 동일로76가길 28,서울특별시 광진구 동일로76가길 28,207012.0,451840.0,정좌표,1.12151010010684e+18,새주소,서울특별시 광진구 동일로76가길 28,서울특별시 광진구 중곡동 684,4905.0,1121576000.0,중곡3동,1121510100.0,중곡동,1121510100,11,215,10100,서울특별시,광진구,중곡동,10
107,서울청,서울광진,중곡4,파출소,02-2285-7860,서울특별시 광진구  용마산로24길 7,서울특별시 광진구  용마산로24길 7,207639.0,451455.0,정좌표,1.1215101001001801e+18,새주소,서울특별시 광진구 용마산로24길 7,서울특별시 광진구 중곡동 18-144,4940.0,1121577000.0,중곡4동,1121510100.0,중곡동,1121510100,11,215,10100,서울특별시,광진구,중곡동,10
108,서울청,서울광진,자양,파출소,02-2285-7870,서울특별시 광진구 뚝섬로36길 9,서울특별시 광진구 뚝섬로36길 9,206259.0,447958.0,정좌표,1.1215105001055306e+18,새주소,서울특별시 광진구 뚝섬로36길 9,서울특별시 광진구 자양동 553-632,5091.0,1121584000.0,자양3동,1121510500.0,자양동,1121510500,11,215,10500,서울특별시,광진구,자양동,10
109,서울청,서울광진,자양1,파출소,02-2285-7880,서울특별시 광진구  자양번영로 80,서울특별시 광진구  자양번영로 80,206728.0,448265.0,정좌표,1.12151050010799e+18,새주소,서울특별시 광진구 자양번영로 80,서울특별시 광진구 자양동 799-2,5053.0,1121582000.0,자양1동,1121510500.0,자양동,1121510500,11,215,10500,서울특별시,광진구,자양동,10
110,서울청,서울광진,자양4,파출소,02-2285-7890,서울특별시 광진구  뚝섬로22가길 43번지 자양4파출소,서울특별시 광진구  뚝섬로22가길 43번지 자양4파출소,205556.0,448106.0,정좌표,1.12151050010055e+18,새주소,서울특별시 광진구 뚝섬로22가길 43,서울특별시 광진구 자양동 55-12,5084.0,1121584700.0,자양4동,1121510500.0,자양동,1121510500,11,215,10500,서울특별시,광진구,자양동,10
111,서울청,서울광진,구의,파출소,02-2285-7800,서울특별시 광진구 광나루로 43길 26 구의파출소,서울특별시 광진구 광나루로 43길 26 구의파출소,207960.0,449276.0,정좌표,1.12151030010668e+18,새주소,서울특별시 광진구 광나루로43길 26,서울특별시 광진구 구의동 668-2,4978.0,1121586000.0,구의2동,1121510300.0,구의동,1121510300,11,215,10300,서울특별시,광진구,구의동,10
112,서울청,서울서부,응암,지구대,02-335-9800,서울특별시 은평구  은평로 171,서울특별시 은평구  은평로 171,193435.0,455481.0,정좌표,1.1380107001008401e+18,새주소,서울특별시 은평구 은평로 171,서울특별시 은평구 응암동 84-8,3460.0,1138058000.0,응암1동,1138010700.0,응암동,1138010700,11,380,10700,서울특별시,은평구,응암동,8
113,서울청,서울서부,신사,지구대,02-335-9810,서울특별시 은평구  은평터널로5길 6호,서울특별시 은평구  은평터널로5길 6호,191571.0,454390.0,정좌표,1.13801090010184e+18,새주소,서울특별시 은평구 은평터널로5길 6,서울특별시 은평구 신사동 184-56,3446.0,1138063200.0,신사2동,1138010900.0,신사동,1138010900,11,380,10900,서울특별시,은평구,신사동,8
115,서울청,서울서부,응암3,파출소,02-335-9830,서울특별시 은평구  응암로 208 ,서울특별시 은평구  응암로 208 ,192647.0,454249.0,정좌표,1.13801070010576e+18,새주소,서울특별시 은평구 응암로 208,서울특별시 은평구 응암동 576-43,3467.0,1138059000.0,응암2동,1138010700.0,응암동,1138010700,11,380,10700,서울특별시,은평구,응암동,8
116,서울청,서울서부,역촌,파출소,02-350-1934,서울특별시 은평구  연서로 61,서울특별시 은평구  연서로 61,192430.0,455810.0,정좌표,1.13801080010062e+18,새주소,서울특별시 은평구 연서로 61,서울특별시 은평구 역촌동 62-26,3417.0,1138062500.0,역촌동,1138010800.0,역촌동,1138010800,11,380,10800,서울특별시,은평구,역촌동,8
117,서울청,서울강북,미아,지구대,02-944-4112,서울특별시 강북구 도봉로 127,서울특별시 강북구 도봉로 127,202425.0,457535.0,정좌표,1.13051010010327e+18,새주소,서울특별시 강북구 도봉로 127,서울특별시 강북구 미아동 327-1,1177.0,1130555500.0,송천동,1130510100.0,미아동,1130510100,11,305,10100,서울특별시,강북구,미아동,9
118,서울청,서울강북,솔샘,지구대,02-944-4122-7,서울특별시 강북구 오현로 4,서울특별시 강북구 오현로 4,202617.0,457109.0,정좌표,1.1305101001086002e+18,새주소,서울특별시 강북구 오현로 4,서울특별시 강북구 미아동 860-146,1215.0,1130554500.0,송중동,1130510100.0,미아동,1130510100,11,305,10100,서울특별시,강북구,미아동,9
119,서울청,서울강북,수유1,파출소,02-944-4132,서울특별시 강북구  삼양로 305,서울특별시 강북구  삼양로 305,201482.0,458701.0,정좌표,1.1305103001060504e+18,새주소,서울특별시 강북구 삼양로 305,서울특별시 강북구 수유동 605-409,1102.0,1130561500.0,수유1동,1130510300.0,수유동,1130510300,11,305,10300,서울특별시,강북구,수유동,9
120,서울청,서울강북,수유2,파출소,02-944-4141,서울특별시 강북구 삼각산로 115,서울특별시 강북구 삼각산로 115,201441.0,459841.0,정좌표,1.1305103001060506e+18,새주소,서울특별시 강북구 삼각산로 115,서울특별시 강북구 수유동 605-512,1041.0,1130562500.0,수유2동,1130510300.0,수유동,1130510300,11,305,10300,서울특별시,강북구,수유동,9
121,서울청,서울강북,수유3,파출소,02-944-4153,서울특별시 강북구  한천로150길 76,서울특별시 강북구  한천로150길 76,202279.0,460219.0,정좌표,1.13051030010166e+18,새주소,서울특별시 강북구 한천로150길 76,서울특별시 강북구 수유동 166-75,1052.0,1130563500.0,수유3동,1130510300.0,수유동,1130510300,11,305,10300,서울특별시,강북구,수유동,9
122,서울청,서울강북,인수,파출소,02-944-4163,서울특별시 강북구 인수봉로 227,서울특별시 강북구 인수봉로 227,201024.0,459674.0,정좌표,1.1305103001041004e+18,새주소,서울특별시 강북구 인수봉로 227,서울특별시 강북구 수유동 410-342,1022.0,1130566000.0,인수동,1130510300.0,수유동,1130510300,11,305,10300,서울특별시,강북구,수유동,9
123,서울청,서울강북,번동,파출소,02-944-4173,서울특별시 강북구  한천로 969,서울특별시 강북구  한천로 969,202807.0,459291.0,정좌표,1.1305102001041e+18,새주소,서울특별시 강북구 한천로 969,서울특별시 강북구 번동 410-23,1067.0,1130559500.0,번1동,1130510200.0,번동,1130510200,11,305,10200,서울특별시,강북구,번동,9
124,서울청,서울강북,번3,파출소,02-944-4183,서울특별시 강북구  월계로 227,서울특별시 강북구  월계로 227,204179.0,457921.0,정좌표,1.13051020010242e+18,새주소,서울특별시 강북구 월계로 227,서울특별시 강북구 번동 242-6,1230.0,1130560800.0,번3동,1130510200.0,번동,1130510200,11,305,10200,서울특별시,강북구,번동,9
125,서울청,서울강북,삼양,파출소,02-944-4102,서울특별시 강북구  삼양로 239-1,서울특별시 강북구  삼양로 239-1,201536.0,458049.0,정좌표,1.1305101001086701e+18,새주소,서울특별시 강북구 삼양로 239-1,서울특별시 강북구 미아동 867-128,1181.0,1130553400.0,삼양동,1130510100.0,미아동,1130510100,11,305,10100,서울특별시,강북구,미아동,9
126,서울청,서울금천,금천,파출소,02-802-0113,서울특별시 금천구 시흥대로57길 45,서울특별시 금천구 시흥대로57길 45,191068.0,439126.0,정좌표,1.15451030010995e+18,새주소,서울특별시 금천구 시흥대로57길 45,서울특별시 금천구 시흥동 995-2,8632.0,1154567000.0,시흥1동,1154510300.0,시흥동,1154510300,11,545,10300,서울특별시,금천구,시흥동,5
127,서울청,서울금천,문성,지구대,02-855-0112,서울특별시 금천구  독산로 76길 20,서울특별시 금천구  독산로 76길 20,191390.0,440822.0,정좌표,1.15451020010191e+18,새주소,서울특별시 금천구 독산로76길 20,서울특별시 금천구 독산동 191-2,8557.0,1154564000.0,독산4동,1154510200.0,독산동,1154510200,11,545,10200,서울특별시,금천구,독산동,5
128,서울청,서울금천,백산,지구대,02-805-0112,서울특별시 금천구  탑골로2길 37 백산지구대,서울특별시 금천구  탑골로2길 37 백산지구대,192196.0,438769.0,정좌표,1.15451030010244e+18,새주소,서울특별시 금천구 탑골로2길 37,서울특별시 금천구 시흥동 244-38,8657.0,1154571000.0,시흥5동,1154510300.0,시흥동,1154510300,11,545,10300,서울특별시,금천구,시흥동,5
129,서울청,서울금천,가산,파출소,02-864-0113,서울특별시 금천구  벚꽃로56길 174,서울특별시 금천구  벚꽃로56길 174,190026.0,441968.0,정좌표,1.15451010010139e+18,새주소,서울특별시 금천구 벚꽃로56길 174,서울특별시 금천구 가산동 139-2,8512.0,1154551000.0,가산동,1154510100.0,가산동,1154510100,11,545,10100,서울특별시,금천구,가산동,5
130,서울청,서울금천,독산,파출소,02-807-0113,서울특별시 금천구  벚꽃로10길 89,서울특별시 금천구  벚꽃로10길 89,190590.0,440588.0,정좌표,1.15451020011006e+18,새주소,서울특별시 금천구 벚꽃로10길 89,서울특별시 금천구 독산동 1006-96,8602.0,1154561000.0,독산1동,1154510200.0,독산동,1154510200,11,545,10200,서울특별시,금천구,독산동,5
131,서울청,서울중랑,망우,지구대,02-2171-0300,서울특별시 중랑구  망우로 391,서울특별시 중랑구  망우로 391,208375.0,455196.0,정좌표,1.12601050010489e+18,새주소,서울특별시 중랑구 망우로 391,서울특별시 중랑구 망우동 489-7,2086.0,1126065500.0,망우본동,1126010500.0,망우동,1126010500,11,260,10500,서울특별시,중랑구,망우동,8
132,서울청,서울중랑,중화,지구대,02-2171-0303,서울특별시 중랑구  중랑천로 146,서울특별시 중랑구  중랑천로 146,206307.0,455076.0,정좌표,1.1260103001032602e+18,새주소,서울특별시 중랑구 중랑천로 146,서울특별시 중랑구 중화동 326-114,2113.0,1126061000.0,중화2동,1126010300.0,중화동,1126010300,11,260,10300,서울특별시,중랑구,중화동,8
133,서울청,서울중랑,용마,지구대,02-2171-0301,서울특별시 중랑구 동일로 566,서울특별시 중랑구 동일로 566,207041.0,453108.0,정좌표,1.12601010010168e+18,새주소,서울특별시 중랑구 동일로 566,서울특별시 중랑구 면목동 168-2,2236.0,1126055000.0,면목5동,1126010100.0,면목동,1126010100,11,260,10100,서울특별시,중랑구,면목동,8
134,서울청,서울중랑,봉화,지구대,02-2171-0302,서울특별시 중랑구  신내로 177,서울특별시 중랑구  신내로 177,208363.0,456937.0,정좌표,1.1260106001064401e+18,새주소,서울특별시 중랑구 신내로 177,서울특별시 중랑구 신내동 644-3,2024.0,1126069000.0,신내2동,1126010600.0,신내동,1126010600,11,260,10600,서울특별시,중랑구,신내동,8
135,서울청,서울중랑,면목본동,파출소,02-2171-0306,서울특별시 중랑구  상봉로 27,서울특별시 중랑구  상봉로 27,208220.0,453985.0,정좌표,1.12601010010071e+18,새주소,서울특별시 중랑구 상봉로 27,서울특별시 중랑구 면목동 71-24,2202.0,1126056500.0,면목본동,1126010100.0,면목동,1126010100,11,260,10100,서울특별시,중랑구,면목동,8
136,서울청,서울중랑,면목삼팔,파출소,02-2171-0307,서울특별시 중랑구  사가정로41길 45 (면목3.8파출소),서울특별시 중랑구  사가정로41길 45 (면목3.8파출소),207363.0,453436.0,정좌표,1.1260101001150801e+18,새주소,서울특별시 중랑구 사가정로41길 45,서울특별시 중랑구 면목동 1508-3,2222.0,1126057500.0,면목제3.8동,1126010100.0,면목동,1126010100,11,260,10100,서울특별시,중랑구,면목동,8
137,서울청,서울중랑,상봉,파출소,02-2171-0304,서울특별시 중랑구  중랑천로 69 상봉파출소,서울특별시 중랑구  중랑천로 69 상봉파출소,206362.0,454330.0,정좌표,1.12601010010198e+18,새주소,서울특별시 중랑구 중랑천로 69,서울특별시 중랑구 면목동 198-1,2118.0,1126052000.0,면목2동,1126010100.0,면목동,1126010100,11,260,10100,서울특별시,중랑구,면목동,8
138,서울청,서울중랑,먹골,파출소,02-2171-0305,서울특별시 중랑구 숙선옹주로7길 1,서울특별시 중랑구 숙선옹주로7길 1,207129.0,456922.0,정좌표,1.1260104001012e+18,새주소,서울특별시 중랑구 숙선옹주로7길 1,서울특별시 중랑구 묵동 120,2031.0,1126062000.0,묵1동,1126010400.0,묵동,1126010400,11,260,10400,서울특별시,중랑구,묵동,8
139,서울청,서울강남,역삼,지구대,02-562-1623,서울특별시 강남구 언주로108길 20,서울특별시 강남구 언주로108길 20,203557.0,445125.0,정좌표,1.16801010010687e+18,새주소,서울특별시 강남구 언주로108길 20,서울특별시 강남구 역삼동 687-10,6144.0,1168064000.0,역삼1동,1168010100.0,역삼동,1168010100,11,680,10100,서울특별시,강남구,역삼동,14
140,서울청,서울강남,논현1,파출소,02-544-5555,서울특별시 강남구 학동로 169,서울특별시 강남구 학동로 169,202523.0,445737.0,정좌표,1.16801080010058e+18,새주소,서울특별시 강남구 학동로 169,서울특별시 강남구 논현동 58-13,6046.0,1168052100.0,논현1동,1168010800.0,논현동,1168010800,11,680,10800,서울특별시,강남구,논현동,14
141,서울청,서울강남,논현2,파출소,02-543-0112,서울특별시 강남구 학동로 227,서울특별시 강남구 학동로 227,202922.0,445887.0,정좌표,1.16801080010089e+18,새주소,서울특별시 강남구 학동로 227,서울특별시 강남구 논현동 89-13,6053.0,1168053100.0,논현2동,1168010800.0,논현동,1168010800,11,680,10800,서울특별시,강남구,논현동,14
142,서울청,서울강남,삼성1,파출소,02-511-5049,서울특별시 강남구 영동대로112길 4,서울특별시 강남구 영동대로112길 4,205283.0,445855.0,정좌표,1.16801050010107e+18,새주소,서울특별시 강남구 영동대로112길 4,서울특별시 강남구 삼성동 107-3,6083.0,1168058000.0,삼성1동,1168010500.0,삼성동,1168010500,11,680,10500,서울특별시,강남구,삼성동,14
143,서울청,서울강남,삼성2,파출소,02-562-1628,서울특별시 강남구 선릉로 626,서울특별시 강남구 선릉로 626,203759.0,445571.0,정좌표,1.16801050010035e+18,새주소,서울특별시 강남구 선릉로 626,서울특별시 강남구 삼성동 35,6097.0,1168059000.0,삼성2동,1168010500.0,삼성동,1168010500,11,680,10500,서울특별시,강남구,삼성동,14
144,서울청,서울강남,청담,파출소,02-512-0112,서울특별시 강남구 학동로95길 19,서울특별시 강남구 학동로95길 19,204624.0,446559.0,정좌표,1.16801040010066e+18,새주소,서울특별시 강남구 학동로95길 19,서울특별시 강남구 청담동 66-3,6073.0,1168056500.0,청담동,1168010400.0,청담동,1168010400,11,680,10400,서울특별시,강남구,청담동,14
145,서울청,서울강남,신사,파출소,02-511-5087,서울특별시 강남구 도산대로 143,서울특별시 강남구 도산대로 143,202063.0,446238.0,정좌표,1.16801070010539e+18,새주소,서울특별시 강남구 도산대로 143,서울특별시 강남구 신사동 539-12,6036.0,1168051000.0,신사동,1168010700.0,신사동,1168010700,11,680,10700,서울특별시,강남구,신사동,14
146,서울청,서울강남,압구정,파출소,02-542-1103,서울특별시 강남구 압구정로 311,서울특별시 강남구 압구정로 311,203079.0,447456.0,정좌표,1.16801100010483e+18,새주소,서울특별시 강남구 압구정로 311,서울특별시 강남구 압구정동 483,6006.0,1168054500.0,압구정동,1168011000.0,압구정동,1168011000,11,680,11000,서울특별시,강남구,압구정동,14
147,서울청,서울관악,당곡,지구대,02-870-0810,서울특별시 관악구  남부순환로191길 12 당곡지구대,서울특별시 관악구  남부순환로191길 12 당곡지구대,194127.0,442648.0,정좌표,1.16201010010961e+18,새주소,서울특별시 관악구 남부순환로191길 12,서울특별시 관악구 봉천동 961-16,8756.0,1162060500.0,은천동,1162010100.0,봉천동,1162010100,11,620,10100,서울특별시,관악구,봉천동,8
149,서울청,서울관악,신림,지구대,02-870-0830,서울특별시 관악구  남부순환로188길 12 신림지구대,서울특별시 관악구  남부순환로188길 12 신림지구대,194033.0,442425.0,정좌표,1.1620102001001006e+18,새주소,서울특별시 관악구 남부순환로188길 12,서울특별시 관악구 신림동 10-484,8779.0,1162064500.0,서원동,1162010200.0,신림동,1162010200,11,620,10200,서울특별시,관악구,신림동,8
150,서울청,서울관악,관악산,지구대,02-870-0840,서울특별시 관악구  신림로 178 관악산지구대,서울특별시 관악구  신림로 178 관악산지구대,194203.0,441299.0,정좌표,1.1620102001080804e+18,새주소,서울특별시 관악구 신림로 178,서울특별시 관악구 신림동 808-402,8838.0,1162066500.0,서림동,1162010200.0,신림동,1162010200,11,620,10200,서울특별시,관악구,신림동,8
151,서울청,서울관악,구암,지구대,02-870-0850,서울특별시 관악구 은천로 93,서울특별시 관악구 은천로 93,195074.0,442984.0,정좌표,1.16201010011718e+18,새주소,서울특별시 관악구 은천로 93,서울특별시 관악구 봉천동 1718,8715.0,1162060500.0,은천동,1162010100.0,봉천동,1162010100,11,620,10100,서울특별시,관악구,봉천동,8
152,서울청,서울관악,남현,파출소,02-870-0890,서울특별시 관악구  남현1가길 29 남현파출소,서울특별시 관악구  남현1가길 29 남현파출소,197972.0,441375.0,정좌표,1.16201030011086e+18,새주소,서울특별시 관악구 남현1가길 29,서울특별시 관악구 남현동 1086-1,8807.0,1162063000.0,남현동,1162010300.0,남현동,1162010300,11,620,10300,서울특별시,관악구,남현동,8
153,서울청,서울관악,난우,파출소,02-870-0860,서울특별시 관악구  난곡로64 난우파출소,서울특별시 관악구  난곡로64 난우파출소,192785.0,439887.0,정좌표,1.16201020011735e+18,새주소,서울특별시 관악구 난곡로 64,서울특별시 관악구 신림동 1735-6,8861.0,1162071500.0,난향동,1162010200.0,신림동,1162010200,11,620,10200,서울특별시,관악구,신림동,8
